MOBILE SAFETY CAMERA LOCATION DESCRIPTION REPORT,,,
Great Alpine Road,OMEO,C,May-2025
Great Alpine Road,SARSFIELD,C,May-2025
Great Alpine Road,SWIFTS CREEK,C,May-2025
Great Alpine Road,WISELEIGH,C,May-2025
Great Ocean  Road,APOLLO BAY,C,Aug-2024
Great Ocean Road,SKENES CREEK,C,Aug-2024
Great Ocean Road,PETERBOROUGH,C,Dec-2024
Greythorn Road,BALWYN NORTH,C,May-2025
Grigg Road,KOONDROOK,C,Mar-2025
Guthridge Parade,SALE,C,May-2025
Hamilton Highway,MORTLAKE,C,Nov-2024
Hamilton Highway,LISMORE,C,Dec-2024
Hamilton Highway,PENSHURST,C,Apr-2025
Hamilton-Natimuk Road,CAVENDISH,C,Apr-2025
Hanlon Parade,PORTLAND,C,Apr-2025
Hanson Road,CRAIGIEBURN,C,Apr-2025
Harold Road,SPRINGVALE SOUTH,C,Aug-2024
Harris Street,WARRNAMBOOL,C,Nov-2024
Hattah-Robinvale Road,HATTAH,C,Apr-2025
Hazel Glen Drive,MERNDA,C,Feb-2025
Heads Road,DONVALE,C,May-2025
Heathcote-Nagambie Road,GRAYTOWN,C,Apr-2025
Heathcote-Nagambie Road,NAGAMBIE,C,Apr-2025
Heatherdale Road,MITCHAM,C,May-2025
Heaths Road,WERRIBEE,C,Jun-2025
Hedderwick Street,ESSENDON,C,Apr-2025
Heidelberg-Warrandyte Road,WARRANDYTE,C,May-2025
Hensley Park Road,HAMILTON,C,Apr-2025
Henty Highway,MYAMYN,C,T
Henty Highway,BRIMPAEN,C,Oct-2024
Henty Highway,BYRNEVILLE,C,Oct-2024
Henty Highway,RIVERSIDE,C,Oct-2024
Henty Highway,WONWONDAH NORTH,C,Oct-2024
Henty Highway,KEWELL NORTH,C,Jan-2025
Henty Highway,MOORALLA,C,Apr-2025
High Street,GLEN IRIS,C,Feb-2025
High Street,KEW,C,May-2025
High Street,TEMPLESTOWE,C,May-2025
High Street Road,MOUNT WAVERLEY,C,May-2025
Highbury Road,GLEN WAVERLEY,C,May-2025
Highbury Road,MOUNT WAVERLEY,C,May-2025
Hilma Street,SUNSHINE WEST,C,May-2025
Hoffmans Road,NIDDRIE,C,Apr-2025
Holden Road,DIGGERS REST,C,May-2025
Holmes Street,BRUNSWICK,C,Apr-2025
Hopkins Highway,PURNIM,C,Nov-2024
Hotham Road,PORTSEA,C,Sep-2024
Hughes Street,OUYEN,C,Apr-2025
Hume Freeway,AVENEL,C,Apr-2025
Hume Freeway,EUROA,C,Apr-2025
Humffray Street North,BALLARAT,C,Aug-2024
Humphries Road,FRANKSTON,C,Sep-2024
Huntingdale Road,MOUNT WAVERLEY,C,May-2025
Hurd Street,PORTLAND,C,Apr-2025
Hutchison Street,SALE,C,May-2025
Hutton Road,KEYSBOROUGH,C,Aug-2024
Hyland Highway,YARRAM,C,May-2025
Jetty Road,ROSEBUD,C,Sep-2024
Karinie Street,SWAN HILL,C,Mar-2025
Kars Street,FRANKSTON,C,Sep-2024
Katamatite Road,CONGUPNA,C,Apr-2025
Katamatite-Shepparton Road,TALLYGAROOPNA,C,Apr-2025
Kenmare Street,WATSONIA,C,Feb-2025
Kerang-Koondrook Road,TEAL POINT,C,Mar-2025
Keys Road,MOORABBIN EAST,C,T
Kilmore-Lancefield Road,KILMORE,C,Aug-2024
King Parrot Creek Road,STRATH CREEK,C,Apr-2025
King Street,HAMILTON,C,Apr-2025
Kingsclere Avenue,KEYSBOROUGH,C,Aug-2024
Koonoomoo Road,COBRAM,C,Apr-2025
Kooyong Road,CAULFIELD NORTH,C,T
Kooyong Road,CAULFIELD SOUTH,C,T
Kororoit Creek Road,WILLIAMSTOWN NORTH,C,May-2025
Lady Nelson Way,KEILOR DOWNS,C,May-2025
Lakeside Drive,LAKE BOGA,C,Mar-2025
Langs Road,ASCOT VALE,C,Apr-2025
Lawn Road,SPRINGVALE,C,Aug-2024
Leonard Avenue,ST ALBANS,C,May-2025
Liberty Avenue,ROWVILLE,C,Mar-2025
Liverpool Road,KILSYTH,C,Jun-2025
Loddon Valley  Highway,TRAGOWEL,C,Mar-2025
Loddon Valley Highway,KERANG SOUTH,C,Mar-2025
Loddon Valley Highway,TRAGOWEL,C,Mar-2025
Loddon Valley Highway,CAMPBELLS FOREST,C,Apr-2025
Loddon Valley Highway,CANARY ISLAND SOUTH,C,May-2025
Loddon Valley Highway,DURHAM OX,C,May-2025
Loddon Valley Highway,JARKLIN,C,May-2025
Loddon Valley Highway,YARRABERB,C,May-2025
Longford-Loch Sport Road,DUTSON,C,May-2025
Lower Dandenong Road,DINGLEY VILLAGE,C,T
MacArthur Street,SALE,C,May-2025
Madeira Packet Road,PORTLAND,C,Apr-2025
Maginness Street,BENALLA,C,T
Maidstone Street,ALTONA,C,May-2025
Main Road,ELTHAM,C,Feb-2025
Main Road,SEASPRAY,C,May-2025
Main Road,PAYNESVILLE,C,May-2025
Mallee Highway,BOINKA,C,Apr-2025
Mallee Highway,BOORONGIE NORTH,C,Apr-2025
Mallee Highway,CARINA,C,Apr-2025
Mallee Highway,COWANGIE,C,Apr-2025
Mallee Highway,KULWIN,C,Apr-2025
Mallee Highway,PANITYA,C,Apr-2025
Mallee Highway,UNDERBOOL,C,Apr-2025
Mallee Highway,WAGANT,C,Apr-2025
Mallee Highway,WALPEUP,C,Apr-2025
Mallee Highway,MANANGATANG,C,Apr-2025
Mallee Highway,PIANGIL,C,Apr-2025
Malvern Road,GLEN IRIS,C,Feb-2025
Malvern Road,MALVERN EAST,C,Mar-2025
Malvern Road,TOORAK,C,Mar-2025
Mansfield-Whitfield Road,BRIDGE CREEK,C,Oct-2024
Mansfield-Woods Point Road,HOWQUA,C,Oct-2024
Mansfield-Woods Point Road,MANSFIELD,C,Oct-2024
Marine Drive,SAFETY BEACH,C,Sep-2024
Market Road,WERRIBEE,C,Jun-2025
Maroondah Highway,KANUMBRA,C,Oct-2024
Maroondah Highway,MANSFIELD,C,Oct-2024
Maroondah highway,WOODFIELD,C,Oct-2024
Maroondah Highway,NARBETHONG,C,Oct-2024
Maroondah Highway,TAGGERTY,C,Oct-2024
Maroondah Link Highway,CATHKIN,C,Oct-2024
Maryborough Road,ASCOT,C,Aug-2024
Marysville Road,GRANTON,C,Oct-2024
McIvor Highway,KNOWSLEY,C,Apr-2025
McKean Street,BAIRNSDALE,C,May-2025
McMahens Road,BANGHOLME,C,Aug-2024
McMahons Road,FRANKSTON,C,Sep-2024
Medway Road,CRAIGIEBURN,C,Apr-2025
Melba Highway,DEVLIN BRIDGE,C,Apr-2025
Melba Highway,GLENBURN,C,Apr-2025
Melbourne Road,BLAIRGOWRIE,C,Sep-2024
Melbourne Road,SORRENTO,C,Sep-2024
Melbourne Road,YEA,C,Apr-2025
Melbourne-Lancefield Road,SUNBURY,C,Aug-2024
Melton Highway,SYDENHAM,C,May-2025
Melville Road,PASCOE VALE SOUTH,C,Apr-2025
Middleborough Road,BLACKBURN SOUTH,C,May-2025
Midland Highway,SWANPOOL,C,T
Midland Highway,BARJARG,C,Oct-2024
Midland Highway,STEWARTON,C,Nov-2024
Midland Highway,BANNOCKBURN,C,Mar-2025
Midland Highway,CLARENDON,C,Mar-2025
Midland Highway,BLAMPIED,C,Mar-2025
Midland Highway,MOUNT FRANKLIN,C,Mar-2025
Midland Highway,MOUNT PROSPECT,C,Mar-2025
Midland Highway,BYRNESIDE,C,Apr-2025
Midland Highway,TATURA,C,May-2025
Midland Highway,BARKERS CREEK,C,May-2025
Midland Highway,CAMPBELLS CREEK,C,May-2025
Midland Highway,CASTLEMAINE,C,May-2025
Milleara Road,KEILOR EAST,C,Apr-2025
Millers Road,ALTONA,C,May-2025
Millers Road,ALTONA NORTH,C,Jun-2025
Millewa Road,RED CLIFFS,C,Feb-2025
Millewa Road,KOORLONG,C,Apr-2025
Mitcham Road,MITCHAM,C,May-2025
Mitchell Street,MAIDSTONE,C,Jun-2025
Mont Albert Road,CANTERBURY,C,May-2025
Moore Street,WARRNAMBOOL,C,Oct-2024
Morang Drive,MILL PARK,C,Feb-2025
Moreland Road,BRUNSWICK,C,Apr-2025
Mornington Peninsula Freeway,CHELSEA HEIGHTS,C,T
Mornington Peninsula Freeway,BANGHOLME,C,T
Morris Road,HOPPERS CROSSING,C,Jun-2025
Mortlake-Ararat Road,DENICULL CREEK,C,May-2025
Mortlake-Ararat Road,MAROONA,C,May-2025
Mossfiel Drive,HOPPERS CROSSING,C,Jun-2025
Mount Macedon Road,WOODEND,C,Apr-2025
Murchison-Violet Town Road,MIEPOLL,C,Apr-2025
Murphy Street,EAST BENDIGO,C,Apr-2025
Murray Valley Highway,MYSTIC PARK,C,T
Murray Valley Highway,FAIRLEY,C,Mar-2025
Murray Valley Highway,KERANG,C,Mar-2025
Murray Valley Highway,KERANG EAST,C,Mar-2025
Murray Valley Highway,LAKE CHARM,C,Mar-2025
Murray Valley Highway,PIANGIL,C,Mar-2025
Murray Valley Highway,VINIFERA,C,Mar-2025
Murray Valley Highway,BONEGILLA,C,Apr-2025
Murray Valley Highway,BULLIOH,C,Apr-2025
Murray Valley Highway,CORRYONG,C,Apr-2025
Murray Valley Highway,EBDEN,C,Apr-2025
Murray Valley Highway,RED BLUFF,C,Apr-2025
Murray Valley Highway,BOUNDARY BEND,C,Apr-2025
Murray Valley Highway,LAKE POWELL,C,Apr-2025
Murray Valley Highway,NARRUNG,C,Apr-2025
Murray Valley Highway,PIAMBIE,C,Apr-2025
Murray Valley Highway,ROBINVALE,C,Apr-2025
Murray Valley Hwy,TOWONG UPPER,C,Apr-2025
Murrumbeena Road,MURRUMBEENA,C,T
Must Street,PORTLAND,C,Apr-2025
Myrtleford-Yackandandah Road,MYRTLEFORD,C,Apr-2025
Napier Street,STRATHMORE,C,Apr-2025
Nepean Highway,ELSTERNWICK,C,T
Nepean Highway,PARKDALE,C,T
Nerowie Road,PARWAN,C,May-2025
Newlands Road,COBURG NORTH,C,Apr-2025
Norman Street,WENDOUREE,C,Aug-2024
Normanby Avenue,THORNBURY,C,Feb-2025
North Boundary Road,HAMILTON,C,Apr-2025
North Road,BRIGHTON EAST,C,T
Northern Highway,BYLANDS,C,Aug-2024
Northern Highway,HIGH CAMP,C,Apr-2025
Oakwood Road,ALBANVALE,C,May-2025
Oberon Avenue,ST ALBANS,C,May-2025
Ogilvie Avenue,ECHUCA,C,Apr-2025
O'Gradys Road,KILMORE EAST,C,Aug-2024
Old Dandenong Road,OAKLEIGH SOUTH,C,T
Old Sale Road,DROUIN WEST,C,Dec-2024
Old Warrandyte Road,DONVALE,C,May-2025
Oriel Road,IVANHOE,C,Feb-2025
Ormond Road,MOONEE PONDS,C,Apr-2025
Orrong Road,TOORAK,C,Mar-2025
Overport Road,FRANKSTON,C,Sep-2024
Palmerston Street,MELTON,C,May-2025
Park Road,DONVALE,C,May-2025
Park Road,PARK ORCHARDS,C,May-2025
Parkers Road,WEST WODONGA,C,Apr-2025
Parkside Drive,SHEPPARTON,C,May-2025
Parwan-Exford Road,PARWAN,C,May-2025
Pascoe Vale Road,ESSENDON,C,Aug-2024
Pascoe Vale Road,STRATHMORE,C,Apr-2025
Patten Street,SALE,C,May-2025
Patterson Avenue,KEILOR,C,May-2025
Peel Street,BALLARAT,C,Aug-2024
Piries-Goughs Bay Road,PIRIES,C,Oct-2024
Point Nepean Road,CAPEL SOUND,C,Sep-2024
Point Nepean Road,DROMANA,C,Sep-2024
Point Nepean Road,MCCRAE,C,Sep-2024
Point Nepean Road,TOOTGAROOK,C,Sep-2024
Pollack Street,COLAC,C,Aug-2024
Port Fairy Road,BYADUK,C,Apr-2025
Port Fairy Road,HAMILTON,C,Apr-2025
Portland-Casterton Road,SANDFORD,C,Apr-2025
Portland-Nelson Road,PORTLAND,C,Apr-2025
Pound Road,NARRE WARREN SOUTH,C,Nov-2024
Powells Avenue,EAST BENDIGO,C,Apr-2025
Powerscourt Street,MAFFRA,C,May-2025
Prince Street,ROSEDALE,C,May-2025
Princes Highway,SPRINGVALE,C,Aug-2024
Princes Highway,ALLANSFORD,C,Oct-2024
Princes Highway,TRAFALGAR,C,Dec-2024
Princes Highway,MANORINA,C,Jan-2025
Princes Highway,DRUMBORG,C,Apr-2025
Princes Highway,GREENWALD,C,Apr-2025
Princes Highway,MUMBANNAR,C,Apr-2025
Princes Highway,NARRAWONG,C,Apr-2025
Princes Highway,TYRENDARRA,C,Apr-2025
Princes Highway,MCKENZIE RIVER,C,May-2025
Princes Highway,NEWMERELLA,C,May-2025
Princes Highway,ORBOST,C,May-2025
Princes Highway,WAYGARA,C,May-2025
Princes Highway,LUCKNOW,C,May-2025
Promontory Road,YANAKIE,C,Sep-2024
Pyke Street,QUARRY HILL,C,Apr-2025
Pyrenees Highway,ARARAT,C,May-2025
Pyrenees Highway,EVERSLEY,C,May-2025
Queen Street,ALTONA,C,May-2025
Racecourse Road,ASCOT,C,Apr-2025
Raglan Street,SALE,C,May-2025
Railway Avenue,WERRIBEE,C,Jun-2025
Raleigh Street,WESTMEADOWS,C,Apr-2025
Rees Road,MELTON SOUTH,C,May-2025
Reeve Street,SALE,C,May-2025
Reservoir Road,SUNBURY,C,Apr-2025
Reservoir Road,KENNINGTON,C,Apr-2025
Reynolds Parade,PASCOE VALE SOUTH,C,Apr-2025
Rhodes Parade,PASCOE VALE,C,Apr-2025
Riggall Street,DALLAS,C,Apr-2025
River Drive,TARWIN LOWER,C,Sep-2024
River Road,MURCHISON,C,May-2025
Riverine Street,BAIRNSDALE,C,May-2025
Rosella Avenue,WERRIBEE,C,Jun-2025
Rowan Drive,KEALBA,C,May-2025
Rowes Road,WERRIBEE,C,Jun-2025
Roxburgh Park Drive,ROXBURGH PARK,C,Apr-2025
Roycroft Avenue,MILL PARK,C,Feb-2025
Rushworth-Tatura Road,RUSHWORTH,C,Apr-2025
Russell Street,BALLARAT,C,Aug-2024
Russell Street,CASTERTON,C,Apr-2025
Sailors Gully Road,EAGLEHAWK,C,Apr-2025
Sailors Gully Road,SAILORS GULLY,C,Apr-2025
Salmon Street,HASTINGS,C,Sep-2024
Samaria Road,BENALLA,C,T
Sayers Road,HOPPERS CROSSING,C,Jun-2025
Seaford Road,SEAFORD,C,Sep-2024
Seaspray Road,LONGFORD,C,May-2025
Seaspray Road,SEASPRAY,C,May-2025
Service Street,CLUNES,C,Mar-2025
Seymour-Avenel Road,SEYMOUR,C,Apr-2025
Seymour-Pyalong Road,SEYMOUR,C,Apr-2025
Seymour-Tooborac Road,SEYMOUR,C,Apr-2025
Seymour-Tooborac Road,PUCKAPUNYAL,C,Apr-2025
Shakespeare Street,HAMILTON,C,Apr-2025
Shaws Road,WERRIBEE,C,Jun-2025
Shoreline Drive,SEASPRAY,C,May-2025
Skene Street,WARRNAMBOOL,C,Oct-2024
Somerton Park Road,SALE,C,May-2025
South Gippsland Highway,RUBY,C,Sep-2024
South Gippsland Highway,WELSHPOOL,C,Sep-2024
South Gippsland Highway,FIVE WAYS,C,Nov-2024
South Gippsland Highway,ALBERTON,C,May-2025
South Gippsland Highway,HEDLEY,C,May-2025
South Gippsland Highway,LONGFORD,C,May-2025
South Gippsland Highway,STRADBROKE,C,May-2025
Southern Road,HEIDELBERG HEIGHTS,C,Feb-2025
Spring Road,DINGLEY VILLAGE,C,T
Springfield Road,BLACKBURN NORTH,C,May-2025
Springfield Road,MITCHAM,C,May-2025
St Arnaud-Wycheproof Road,WOOROONOOK,C,Mar-2025
Station Road,MELTON SOUTH,C,May-2025
Station Street,BOX HILL,C,May-2025
Station Street,BOX HILL NORTH,C,May-2025
Station Street,BOX HILL SOUTH,C,May-2025
Stawell-Warracknabeal Road,GLENORCHY,C,Oct-2024
Stawell-Warracknabeal Road,SHEEP HILLS,C,Oct-2024
Stephensons Road,MOUNT WAVERLEY,C,May-2025
Stratford-Maffra Road,MAFFRA,C,May-2025
Sturt Highway,MERINGUR,C,Apr-2025
Sturt Highway,MERRINEE,C,Apr-2025
Sturt Highway,WARGAN,C,Apr-2025
Sunbury Road,SUNBURY,C,Apr-2025
Sunraysia Highway,CARAPOOEE,C,Oct-2024
Sunraysia Highway,GAMA,C,Oct-2024
Sunraysia highway,SWANWATER,C,Oct-2024
Sunraysia Highway,BIRCHIP,C,Mar-2025
Sunraysia Highway,DONALD,C,Mar-2025
Sunraysia Highway,BRONZEWING,C,Apr-2025
Sunraysia Highway,GYPSUM,C,Apr-2025
Swansea Road,MONTROSE,C,Dec-2024
Sydenham Road,SYDENHAM,C,May-2025
Taggerty-Thornton Road,THORNTON,C,Oct-2024
Tarcombe Street,EUROA,C,T
The Avenue,SUNBURY,C,Apr-2025
The Avenue,SPOTSWOOD,C,May-2025
Tocumwal Road,NUMURKAH,C,Apr-2025
Tooronga Road,MALVERN EAST,C,Mar-2025
Traralgon-Maffra Road,DENISON,C,May-2025
Traralgon-Maffra Road,MAFFRA,C,May-2025
Truemans Road,TOOTGAROOK,C,Sep-2024
Tucker Road,BENTLEIGH,C,T
Tulip Street,BLACK ROCK,C,T
Twentieth Street,CARDROSS,C,Apr-2025
Tyers Street,STRATFORD,C,May-2025
Union Road,BALWYN,C,May-2025
Ventnor Road,VENTNOR,C,Sep-2024
Victoria Street,HAMILTON,C,Apr-2025
Victoria Street,WILLIAMSTOWN,C,May-2025
Victoria Street,ALTONA MEADOWS,C,Jun-2025
View Street,ST ALBANS,C,May-2025
Vincent Avenue,ST ALBANS,C,May-2025
Wahring-Murchison East Road,MURCHISON EAST,C,May-2025
Wahring-Murchison Road,WAHRING,C,Apr-2025
Wallace Street,BAIRNSDALE,C,May-2025
Wallan Road,GLENVALE,C,Feb-2025
Walnut Avenue,MILDURA SOUTH,C,Apr-2025
Wangaratta Whitfield Road,KING VALLEY,C,Mar-2025
Wangoom Road,WARRNAMBOOL,C,Oct-2024
Warrigal Road,OAKLEIGH SOUTH,C,T
Warrigal Road,BURWOOD,C,May-2025
Wattle Road,MAIDSTONE,C,Jun-2025
Wattletree Road,MALVERN EAST,C,Mar-2025
Waverley Road,MALVERN EAST,C,Mar-2025
Wedge Road,CARRUM DOWNS,C,Sep-2024
Wells Road,SEAFORD,C,Sep-2024
Wendouree Parade,BALLARAT,C,Aug-2024
Wentworth Road,MERBEIN,C,Apr-2025
West Street,GLENROY,C,Apr-2025
Westall Road,SPRINGVALE SOUTH,C,Aug-2024
Westall Road Extension,DINGLEY VILLAGE,C,T
Western Freeway,GORDON,C,Mar-2025
Western Highway,DAHLEN,C,Oct-2024
Western Highway,DEEP LEAD,C,Oct-2024
Western Highway,DRUNG DRUNG SOUTH,C,Oct-2024
Western Highway,GERANG GERUNG,C,Oct-2024
Western Highway,KINIMAKATKA,C,Oct-2024
Western Highway,LOCHIEL,C,Oct-2024
Western Highway,MIRAM SOUTH,C,Oct-2024
Western Highway,MOUNT LANGI GHIRAN,C,Jan-2025
Western Highway,DOBIE,C,May-2025
Western Port Highway,LYNDHURST,C,Aug-2024
Westernport Road,RIPPLEBROOK,C,Dec-2024
Westmelton Drive,MELTON WEST,C,May-2025
White Hill Road,DROMANA,C,Sep-2024
Whites Road,WARRNAMBOOL,C,Oct-2024
Wickham Road,MOORABBIN,C,T
Widford Street,GLENROY,C,Apr-2025
Willaton Street,ST ALBANS,C,May-2025
Williams Road,PRAHRAN,C,Mar-2025
Wilsons Lane,SUNBURY,C,Apr-2025
Wimmera Highway,APSLEY,C,Oct-2024
Wimmera Highway,HORSHAM,C,Oct-2024
Wimmera Highway,KARNAK,C,Oct-2024
Wimmera Highway,KOOREH,C,Oct-2024
Wimmera Highway,MOOLERR,C,Oct-2024
Wimmera Highway,QUANTONG,C,Oct-2024
Wimmera Highway,ST ARNAUD,C,Oct-2024
Wodonga-Yackandandah Road,STAGHORN FLAT,C,Apr-2025
Wollaston Road,WARRNAMBOOL,C,Nov-2024
Wood Street,PRESTON,C,Feb-2025
Woodland Street,STRATHMORE,C,Apr-2025
Woorinen Road,SWAN HILL,C,Mar-2025
Yankee Flat Road,WARRENHEIP,C,Mar-2025
Yarra Glen Bypass,YARRA GLEN,C,Jul-2024
Yarra Road,WONGA PARK,C,May-2025
Aspinall Street,GOLDEN SQUARE,CD,Apr-2025
Batesford Road,MALVERN EAST,CD,Mar-2025
Bendigo-Pyramid Hill Road,WOODVALE,CD,Apr-2025
Bowser Road,NORTH WANGARATTA,CD,Apr-2025
Calder Highway,KANGAROO FLAT,CD,Apr-2025
Campaspe Esplanade,ECHUCA,CD,Apr-2025
Church Street,KANGAROO FLAT,CD,Apr-2025
Eaglehawk Road,CALIFORNIA GULLY,CD,Apr-2025
Eaglehawk Road,LONG GULLY,CD,Apr-2025
Echuca-Kyabram Road,ECHUCA,CD,Apr-2025
Furness Street,KANGAROO FLAT,CD,Apr-2025
Graham Road,KYVALLEY,CD,Apr-2025
Great Alpine Road,GAPSTED,CD,Apr-2025
Hampden Road,ARMADALE,CD,Mar-2025
High Street,BEAUFORT,CD,Aug-2024
Howard Street,JACKASS FLAT,CD,Apr-2025
Inglis Street,GOLDEN SQUARE,CD,Apr-2025
JOBS GULLY Road,JACKASS FLAT,CD,Apr-2025
John Allan Road,WYUNA,CD,Apr-2025
Kronk Street,GOLDEN SQUARE,CD,Apr-2025
Lyons Street,WHITE HILLS,CD,Apr-2025
Main Street,ROMSEY,CD,Apr-2025
McClelland Drive,EAGLEHAWK,CD,Apr-2025
McCormick Road,KYABRAM,CD,Apr-2025
McKenzie Street West,KANGAROO FLAT,CD,Apr-2025
Merriang Road,WOODSTOCK,CD,Feb-2025
MIDLAND Highway,AVONMORE,CD,Apr-2025
Midland Highway,COROP,CD,Apr-2025
Midland Highway,WHITE HILLS,CD,Apr-2025
Murray Valley Highway,BURRAMINE,CD,Apr-2025
Murray Valley Highway,ECHUCA VILLAGE,CD,Apr-2025
Noble Street,NOBLE PARK,CD,Aug-2024
Panton Street,GOLDEN SQUARE,CD,Apr-2025
Perry Road,KEYSBOROUGH,CD,Aug-2024
Railway Street,KANGAROO FLAT,CD,Apr-2025
Russell Street,QUARRY HILL,CD,Jun-2025
Sparrowhawk Road,LONG GULLY,CD,Apr-2025
Spring Road,SPRINGVALE SOUTH,CD,Aug-2024
Sternberg Street,KENNINGTON,CD,Apr-2025
Sutton Street,WARRAGUL,CD,Dec-2024
Trentham Road,TYLDEN,CD,Apr-2025
Wattletree Road,ARMADALE,CD,Mar-2025
Acacia Street,SHEPPARTON,C,Feb-2025
Bayswater Road,CROYDON,C,Jul-2024
Goulburn Valley Freeway,ARCADIA,C,May-2025
